Ag Production by Crop Type
scenario,region,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,Corn,Corn,7.5770575,17.3357631,20.4037603,21.407645045000006,24.449576810999996,27.917425995,32.236840935000004,39.22886123399999,47.249801296,52.958453999,54.958340404999994,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,FiberCrop,FiberCrop,0.7695866,0.39687569999999994,0.6707069,0.79481686,0.9759580500000001,1.19113636,1.44291959,1.70002232,1.98517337,2.24008925,2.4396782599999995,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,FodderGrass,FodderGrass,89.0299532,47.7676607,48.95997770000001,51.95265717,54.97366056999999,59.06664752,62.869156600000004,66.13066719999999,68.00423601,67.92978411,66.72858174,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,FodderHerb,FodderHerb,104.61398499999999,69.88204970000001,70.6805364,80.97778866000002,93.23472099,106.20005428000002,121.29648850000001,140.32928890000002,168.20109763000002,191.68527072999998,209.68187354,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,Forest,Forest,0.009911099999999999,0.014047000000000002,0.014649500000000001,0.016072153000000002,0.017516333000000002,0.019034626000000002,0.020942264,0.02496976,0.029107449,0.033977504,0.038413958,0.0,0.0,0.0,billion m3,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,MiscCrop,MiscCrop,9.669255499999998,12.194344999999998,12.0341552,13.098658980000002,14.437968664999998,15.993022204999999,18.035690767,22.326065726000003,28.526553478999997,35.651462649,42.539790100999994,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,NonFoodDemand_Forest,NonFoodDemand_Forest,0.0094428,0.0139779,0.0145941,0.0151838,0.0157346,0.0162289,0.0166681,0.0170523,0.0173857,0.0176428,0.0178317,0.0,0.0,0.0,billion m3,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,OilCrop,OilCrop,14.331022500000001,42.722083700000006,48.8817986,49.80974019040001,52.31105231200001,55.347372402699996,58.3474234944,58.674660872800004,60.76381214610001,61.42130599,62.07550049259999,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,OtherGrain,OtherGrain,3.5891917,4.1213877000000005,6.1115442,6.189420252000001,6.858309728,7.643243781,8.464508994,9.463046115000001,10.112752829,10.921859914,11.536166489,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,Pasture,Pasture,59.38017259999999,113.063508,119.60930599999999,125.22839500000002,129.16578099999998,132.70429670000001,135.5596319,132.64492570000002,133.17929378,132.46984213300001,131.19072347800002,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,Rice,Rice,0.47636049999999996,1.0015049,1.3921614,1.503111747,1.721813562,1.93258358,2.12162398,2.2181005110000003,2.3217766480000006,2.424021433,2.509435247,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,Root_Tuber,Root_Tuber,2.4704960000000002,2.4700899,2.531654,2.733015785,2.96009185,3.230935519,3.594837913,5.195624222,7.999362418999999,11.922386855000001,17.149722614999998,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,SugarCrop,SugarCrop,15.6677906,23.552037600000002,25.634967000000003,27.181341488000005,26.030453293000004,29.309045936999997,33.937572602,33.850450816999995,32.937215735,27.257364973,23.663682344999998,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,UnmanagedLand,UnmanagedLand,0.389283111,2.090507978,25.498243239999994,0.24224029500000002,0.919471428,1.0119291890000002,1.1104887449999998,1.5562003999999998,2.20667365,1.6225795600000004,1.0870841400000002,0.0,0.0,0.0,none,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,Wheat,Wheat,9.936719499999997,14.9441641,12.438577899999999,13.727406203,15.697593767999999,17.873669131000003,20.099151012000004,23.819025155000002,26.990836615,30.634595567,34.186370625,0.0,0.0,0.0,Mt,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,biomass,Corn,0.00792865192,0.037704471999999996,0.0444099079,0.050749245,0.044624856100000006,0.053299409699999994,0.0663931641,0.1490838373,0.2545902936,0.306120886,0.350308562,0.0,0.0,0.0,EJ,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,biomass,FiberCrop,0.00394890904,0.00221932359,0.00425643293,0.00533864532,0.0049195958,0.00613502076,0.0078462388,0.0167513385,0.0272738566,0.0325008298,0.0384699541,0.0,0.0,0.0,EJ,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,biomass,Forest,2.10373E-4,3.3247E-4,3.31629E-4,3.79324E-4,3.71667E-4,3.95387E-4,4.22149E-4,5.19102E-4,6.09178E-4,6.6484E-4,7.40213E-4,0.0,0.0,0.0,EJ,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,biomass,MiscCrop,0.0013043937958,0.0020035676380000004,0.0019624486590000003,0.0023637178379,0.0020393382735,0.0024016706777999996,0.0029569628671,0.0068084861498,0.012381629915999998,0.016671628983999997,0.021984181748999996,0.0,0.0,0.0,EJ,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,biomass,NonFoodDemand_Forest,0.0164361,0.024701,0.02579,0.0213372,0.0201786,0.0212659,0.0222929,0.0267979,0.0309275,0.0322077,0.0339131,0.0,0.0,0.0,EJ,
"NDC_NOCCS,date=2018-3-8T16:14:30-04:00",Argentina,biomass,OilCrop,0.012626196530000001,0.0576809800909,0.0634649719857,0.0721126845869,0.0594755378151,0.0669123162691,0.07714038546879999,0.1437277186208,0.21176653307340002,0.23031890793520002,0.2573454039893,0.0,0.0,0.0,EJ,
